place_id,state,city,place_name,type,avg_budget,safety_score,hotel_cost_per_night,food_cost_per_day,transport_cost,railway_distance_km,bus_distance_km,airport_distance_km,family_friendly,place,good_place_1,good_place_2,bad_place_1,bad_place_2,hotel_name,women_safety,crowd_level,best_time,railway_distance,bus_distance,airport_distance,budget,lat,lng
99,Tamil Nadu,Chennai,Chennai Caves 840,Wildlife,3969,7.4,3644,1640,472,1,5,18,Yes,Tourist Place,Historic Center,Lake View,Avoid dark forest roads,Avoid crowded late-night bus stands,Treebo Residency,Moderate,High,Night,4,3,25,16519,9.15762,71.32598
100,Tamil Nadu,Madurai,Madurai Lake 766,Cultural,21549,8.8,2035,843,2181,3,6,44,No,Tourist Place,Local Food Street,Sunset Point,Avoid isolated roads at night,Avoid abandoned market areas,ITC Grand,Moderate,Low,Night,12,5,15,24181,31.189986,74.733231
101,Tamil Nadu,Ooty,Ooty Fort 199,Desert,19483,6.7,2768,1580,1560,3,6,24,No,Tourist Place,Beach Market,Tourist Market,Avoid dark forest roads,Avoid crowded late-night bus stands,ITC Grand,Low,High,Evening,12,3,16,13342,16.069796,93.772399
102,Tamil Nadu,Kanyakumari,Kanyakumari Waterfall 372,Adventure,14959,8.1,3249,1003,1698,19,12,23,Yes,Tourist Place,City Mall,Adventure Zone,Avoid unknown shortcuts,Avoid unsafe local alleys,OYO Premium,High,Low,Morning,13,4,36,18594,32.88603,81.813285
103,Tamil Nadu,Coimbatore,Coimbatore Hill 529,Nature,15022,6.6,3403,1050,2416,13,8,35,No,Tourist Place,City Mall,Sunset Point,Avoid isolated roads at night,Avoid unsafe local alleys,Treebo Residency,High,High,Morning,7,8,19,15221,33.94174,88.81706
104,Karnataka,Bengaluru,Bengaluru Beach 305,Cultural,17896,9.2,1548,1902,663,6,12,20,Yes,Tourist Place,Historic Center,Sunset Point,Avoid dark forest roads,Avoid abandoned market areas,Taj Hotel,Moderate,High,Morning,7,5,32,15350,27.784457,93.943108
105,Karnataka,Mysuru,Mysuru Caves 394,Cultural,19514,6.6,4287,837,2168,3,2,49,No,Tourist Place,Shopping Street,Tourist Market,Avoid dark forest roads,Avoid unsafe local alleys,Radisson Blu,Low,High,Morning,10,7,7,10126,32.594211,74.463506
106,Karnataka,Hampi,Hampi Fort 251,Cultural,18038,9.5,3468,1852,2737,15,12,49,Yes,Tourist Place,Local Food Street,Temple Area,Avoid isolated roads at night,Avoid remote hills after sunset,Taj Hotel,Low,Low,Evening,15,1,20,18191,21.528246,79.591247
107,Karnataka,Coorg,Coorg Fort 37,Hill Station,14142,7.4,2560,1918,965,7,3,41,Yes,Tourist Place,Beach Market,Temple Area,Avoid deserted beach areas,Avoid remote hills after sunset,Taj Hotel,High,Low,Night,5,5,20,18977,30.381278,74.781454
108,Karnataka,Mangalore,Mangalore Caves 30,Wildlife,22206,7.8,1513,1975,1237,6,15,8,No,Tourist Place,Local Food Street,Lake View,Avoid unknown shortcuts,Avoid abandoned market areas,OYO Premium,Low,Medium,Morning,11,9,11,9596,33.332458,92.601276
109,Kerala,Kochi,Kochi Garden 511,Cultural,17294,6.9,610,787,896,20,6,49,No,Tourist Place,Local Food Street,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,Radisson Blu,High,High,Evening,3,7,24,13734,18.839619,91.548966
110,Kerala,Munnar,Munnar Dam 676,Cultural,18889,9.4,4382,1028,1905,2,3,24,No,Tourist Place,Local Food Street,Tourist Market,Avoid isolated roads at night,Avoid abandoned market areas,OYO Premium,Moderate,High,Morning,2,9,14,16209,13.622308,70.43881
111,Kerala,Alappuzha,Alappuzha Caves 848,Spiritual,18931,6.6,2058,606,1610,15,8,50,No,Tourist Place,City Mall,Lake View,Avoid deserted beach areas,Avoid crowded late-night bus stands,OYO Premium,Moderate,Medium,Morning,3,8,20,6412,19.865928,71.218076
112,Kerala,Thekkady,Thekkady National Park 115,Hill Station,23188,7.5,776,1681,2818,1,13,24,Yes,Tourist Place,Shopping Street,Temple Area,Avoid isolated roads at night,Avoid remote hills after sunset,Taj Hotel,High,High,Night,14,6,28,7847,13.909654,71.608822
113,Kerala,Wayanad,Wayanad Hill 541,Wildlife,24556,7.2,3064,1948,2655,9,12,26,Yes,Tourist Place,City Mall,Tourist Market,Avoid dark forest roads,Avoid crowded late-night bus stands,Taj Hotel,Low,Low,Morning,2,4,18,13437,27.191424,95.597697
114,Maharashtra,Mumbai,Mumbai Church 615,Adventure,7374,8.5,2347,355,528,10,15,29,Yes,Tourist Place,Local Food Street,Tourist Market,Avoid unknown shortcuts,Avoid remote hills after sunset,OYO Premium,Low,Low,Night,11,10,22,14824,9.091738,85.648098
115,Maharashtra,Pune,Pune Sanctuary 682,Historical,5176,7.0,4334,433,2802,14,11,35,No,Tourist Place,Historic Center,Tourist Market,Avoid unknown shortcuts,Avoid remote hills after sunset,Radisson Blu,High,Low,Night,11,1,27,13956,30.639547,84.704349
116,Maharashtra,Aurangabad,Aurangabad Monument 786,Desert,8089,9.0,1689,1947,2071,20,5,50,No,Tourist Place,Shopping Street,Sunset Point,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Radisson Blu,High,High,Morning,4,10,33,20322,8.552525,73.406294
117,Maharashtra,Lonavala,Lonavala Hill 268,Eco Tourism,7855,8.4,2051,1109,2736,6,2,49,Yes,Tourist Place,Shopping Street,Sunset Point,Avoid dark forest roads,Avoid remote hills after sunset,ITC Grand,Moderate,Low,Evening,1,10,30,15636,9.709311,74.038081
118,Maharashtra,Nashik,Nashik Valley 926,Hill Station,4482,6.8,3863,806,2642,9,7,28,Yes,Tourist Place,Beach Market,Sunset Point,Avoid dark forest roads,Avoid remote hills after sunset,Treebo Residency,Low,Low,Morning,1,3,34,10301,33.89433,80.907257
119,Goa,Panaji,Panaji Zoo 372,Historical,22218,7.3,3419,1304,2186,3,6,48,Yes,Tourist Place,Beach Market,Sunset Point,Avoid deserted beach areas,Avoid remote hills after sunset,Leela Palace,Low,Medium,Night,11,4,24,17390,29.692175,79.029888
120,Goa,Margao,Margao Sanctuary 842,Wildlife,10784,6.8,1488,1635,1638,13,3,16,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid isolated roads at night,Avoid crowded late-night bus stands,Leela Palace,Moderate,Low,Morning,13,2,16,14467,26.078856,86.07384
121,Goa,Mapusa,Mapusa Lake 332,Hill Station,9924,8.2,2563,1839,2720,14,7,6,Yes,Tourist Place,Shopping Street,Temple Area,Avoid unknown shortcuts,Avoid abandoned market areas,OYO Premium,Low,Low,Evening,9,4,37,17227,22.958581,79.07254
122,Goa,Vasco da Gama,Vasco da Gama Mosque 797,Historical,18468,8.5,4817,876,1366,12,10,47,No,Tourist Place,Beach Market,Sunset Point,Avoid isolated roads at night,Avoid crowded late-night bus stands,ITC Grand,High,Low,Night,15,7,30,12346,8.093883,81.98306
123,Rajasthan,Jaipur,Jaipur Monument 721,Hill Station,21778,6.8,877,1950,872,4,15,14,No,Tourist Place,Beach Market,Adventure Zone,Avoid dark forest roads,Avoid remote hills after sunset,Leela Palace,Moderate,Low,Night,12,3,36,4165,16.532609,82.003116
124,Rajasthan,Udaipur,Udaipur Riverfront 678,Historical,18372,7.0,3965,1363,2858,18,10,29,No,Tourist Place,City Mall,Lake View,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Taj Hotel,Moderate,Medium,Night,2,5,37,12751,30.86208,77.980689
125,Rajasthan,Jaisalmer,Jaisalmer Zoo 87,Adventure,21834,7.5,3095,1204,524,19,5,39,Yes,Tourist Place,Local Food Street,Adventure Zone,Avoid unknown shortcuts,Avoid unsafe local alleys,Taj Hotel,Low,Low,Evening,7,9,36,4316,15.958485,79.262121
126,Rajasthan,Mount Abu,Mount Abu Caves 103,Nature,15495,7.3,2183,1939,2344,11,12,46,Yes,Tourist Place,Beach Market,Sunset Point,Avoid unknown shortcuts,Avoid crowded late-night bus stands,OYO Premium,High,High,Evening,13,2,32,23442,24.737456,93.957226
127,Rajasthan,Ajmer,Ajmer Mosque 565,Wildlife,19147,7.5,3080,1549,650,7,5,6,Yes,Tourist Place,Beach Market,Sunset Point,Avoid isolated roads at night,Avoid crowded late-night bus stands,OYO Premium,High,Low,Evening,1,2,37,10944,17.761851,87.722323
128,Uttar Pradesh,Agra,Agra Caves 615,Desert,18182,7.4,570,1278,1883,8,12,40,Yes,Tourist Place,Beach Market,Temple Area,Avoid deserted beach areas,Avoid abandoned market areas,Radisson Blu,Moderate,High,Evening,7,10,26,21312,25.674451,89.710082
129,Uttar Pradesh,Varanasi,Varanasi Riverfront 734,Eco Tourism,9066,8.6,880,1115,1943,1,4,14,No,Tourist Place,Local Food Street,Lake View,Avoid unknown shortcuts,Avoid unsafe local alleys,Leela Palace,High,Low,Evening,14,8,26,23444,16.710897,72.429706
130,Uttar Pradesh,Lucknow,Lucknow Palace 593,Historical,8689,9.4,1742,1111,1269,9,11,23,No,Tourist Place,Shopping Street,Adventure Zone,Avoid unknown shortcuts,Avoid crowded late-night bus stands,ITC Grand,Moderate,Medium,Night,1,3,27,20334,32.974159,83.134627
131,Uttar Pradesh,Prayagraj,Prayagraj Zoo 25,Wildlife,19386,7.0,3710,359,1112,2,5,12,No,Tourist Place,City Mall,Temple Area,Avoid deserted beach areas,Avoid crowded late-night bus stands,OYO Premium,Moderate,Medium,Morning,14,3,19,10852,33.905325,94.916936
132,Uttar Pradesh,Mathura,Mathura Hill 841,Historical,16634,6.8,4593,1551,1352,14,5,29,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid isolated roads at night,Avoid remote hills after sunset,OYO Premium,Moderate,High,Night,6,4,34,12834,20.221087,71.103524
133,Uttarakhand,Rishikesh,Rishikesh Island 682,Wildlife,12002,8.0,3672,1427,2588,12,5,29,No,Tourist Place,Local Food Street,Tourist Market,Avoid dark forest roads,Avoid unsafe local alleys,OYO Premium,Moderate,Low,Night,5,8,40,11010,22.188156,83.16182
134,Uttarakhand,Haridwar,Haridwar Church 53,Eco Tourism,8888,8.1,4098,1715,948,18,2,22,Yes,Tourist Place,Shopping Street,Temple Area,Avoid isolated roads at night,Avoid remote hills after sunset,Leela Palace,High,Medium,Night,3,5,17,13615,31.955477,89.915054
135,Uttarakhand,Nainital,Nainital Zoo 112,Wildlife,14235,8.8,682,735,1122,4,4,9,No,Tourist Place,Local Food Street,Temple Area,Avoid unknown shortcuts,Avoid unsafe local alleys,Leela Palace,High,Medium,Evening,15,1,7,18847,20.112657,82.610655
136,Uttarakhand,Mussoorie,Mussoorie Dam 138,Cultural,2519,7.7,3437,1434,764,13,2,33,Yes,Tourist Place,City Mall,Adventure Zone,Avoid deserted beach areas,Avoid remote hills after sunset,Treebo Residency,Low,Medium,Evening,3,1,37,16038,21.022948,86.614095
137,Uttarakhand,Dehradun,Dehradun Fort 845,Spiritual,7247,8.2,1885,1265,2213,3,3,11,Yes,Tourist Place,Historic Center,Lake View,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Leela Palace,High,High,Morning,1,2,28,22343,16.998306,80.795176
138,Himachal Pradesh,Shimla,Shimla National Park 546,Desert,2920,8.2,2975,1060,920,6,6,39,Yes,Tourist Place,Local Food Street,Tourist Market,Avoid isolated roads at night,Avoid abandoned market areas,Taj Hotel,Low,Low,Evening,1,10,17,13100,32.775557,73.96836
139,Himachal Pradesh,Manali,Manali Beach 667,Beach,13500,9.2,3269,408,1494,7,1,47,Yes,Tourist Place,Local Food Street,Lake View,Avoid unknown shortcuts,Avoid unsafe local alleys,Taj Hotel,Low,Low,Morning,10,9,18,24677,20.312638,83.730904
140,Himachal Pradesh,Dharamshala,Dharamshala Palace 778,Eco Tourism,8768,7.1,2809,659,2800,1,4,13,No,Tourist Place,Local Food Street,Sunset Point,Avoid unknown shortcuts,Avoid unsafe local alleys,Leela Palace,Low,High,Night,5,9,34,6294,27.820448,76.322324
141,Himachal Pradesh,Kullu,Kullu Lake 138,Desert,14066,9.6,4468,1752,1910,2,4,30,No,Tourist Place,Beach Market,Lake View,Avoid dark forest roads,Avoid abandoned market areas,Leela Palace,Moderate,Medium,Night,10,4,25,21808,13.189518,76.891913
142,Himachal Pradesh,Kasol,Kasol Beach 502,Historical,4112,7.8,772,1011,893,18,5,6,Yes,Tourist Place,City Mall,Temple Area,Avoid deserted beach areas,Avoid remote hills after sunset,Taj Hotel,Low,Medium,Morning,14,1,23,6972,8.79383,72.306716
143,Jammu and Kashmir,Srinagar,Srinagar Fort 2,Nature,12298,8.4,4900,1818,2506,15,2,21,Yes,Tourist Place,Local Food Street,Adventure Zone,Avoid deserted beach areas,Avoid unsafe local alleys,Leela Palace,High,Low,Evening,7,1,9,23166,11.917276,96.464383
144,Jammu and Kashmir,Gulmarg,Gulmarg Fort 615,Wildlife,11649,9.1,3689,1592,1301,5,2,29,No,Tourist Place,City Mall,Adventure Zone,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Taj Hotel,Moderate,High,Night,6,8,28,10976,31.748768,91.285408
145,Jammu and Kashmir,Pahalgam,Pahalgam Valley 995,Spiritual,24242,7.8,3041,1304,261,8,11,24,Yes,Tourist Place,Local Food Street,Lake View,Avoid isolated roads at night,Avoid abandoned market areas,ITC Grand,Moderate,Low,Evening,8,1,33,10266,25.022742,94.882071
146,Jammu and Kashmir,Sonamarg,Sonamarg Riverfront 727,Spiritual,21905,8.2,4258,1340,1687,3,3,28,No,Tourist Place,Historic Center,Lake View,Avoid deserted beach areas,Avoid crowded late-night bus stands,Leela Palace,Moderate,Low,Morning,2,5,26,7499,31.983675,95.678476
147,West Bengal,Kolkata,Kolkata Island 262,Hill Station,23637,6.7,1652,743,2757,2,8,43,No,Tourist Place,Local Food Street,Temple Area,Avoid deserted beach areas,Avoid remote hills after sunset,OYO Premium,Moderate,Medium,Morning,6,2,31,18229,18.490697,73.328638
148,West Bengal,Darjeeling,Darjeeling Caves 706,Wildlife,24771,7.6,2600,1559,1264,1,6,7,Yes,Tourist Place,Local Food Street,Sunset Point,Avoid unknown shortcuts,Avoid remote hills after sunset,Treebo Residency,Low,Medium,Night,1,5,20,18177,30.866705,87.604164
149,West Bengal,Siliguri,Siliguri Lake 908,Hill Station,13589,6.7,4254,1512,1050,13,2,8,No,Tourist Place,Local Food Street,Temple Area,Avoid deserted beach areas,Avoid abandoned market areas,Leela Palace,Low,Low,Night,1,4,21,16779,29.726352,69.445794
150,West Bengal,Sundarbans,Sundarbans Riverfront 367,Spiritual,18115,9.4,3272,1188,2932,12,15,47,Yes,Tourist Place,Beach Market,Lake View,Avoid unknown shortcuts,Avoid unsafe local alleys,Radisson Blu,High,High,Evening,13,6,38,10663,26.680128,90.369911
151,Gujarat,Ahmedabad,Ahmedabad National Park 949,Historical,14072,8.2,979,1577,1854,15,7,44,Yes,Tourist Place,City Mall,Adventure Zone,Avoid isolated roads at night,Avoid crowded late-night bus stands,Taj Hotel,High,High,Morning,14,3,6,19835,27.664978,94.283036
152,Gujarat,Dwarka,Dwarka Sanctuary 406,Cultural,7053,8.4,1120,1439,2442,11,10,22,No,Tourist Place,Historic Center,Lake View,Avoid dark forest roads,Avoid crowded late-night bus stands,Taj Hotel,Moderate,Low,Morning,12,10,19,12093,16.820499,81.109789
153,Gujarat,Gir,Gir Caves 19,Cultural,3257,9.1,3549,927,1168,6,15,18,Yes,Tourist Place,Local Food Street,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,OYO Premium,Low,Low,Night,15,7,22,8676,34.319455,75.885563
154,Gujarat,Kutch,Kutch Mosque 310,Spiritual,20247,7.3,3722,658,1884,9,7,38,Yes,Tourist Place,City Mall,Lake View,Avoid deserted beach areas,Avoid unsafe local alleys,Treebo Residency,High,Low,Night,3,8,16,8529,33.473013,81.671614
155,Gujarat,Somnath,Somnath Zoo 454,Historical,6302,8.7,527,1721,687,19,1,21,Yes,Tourist Place,Historic Center,Sunset Point,Avoid dark forest roads,Avoid abandoned market areas,Leela Palace,High,Medium,Evening,1,5,9,22564,28.362846,69.411211
156,Punjab,Amritsar,Amritsar Fort 994,Nature,2474,8.5,776,1820,2259,2,10,28,No,Tourist Place,Local Food Street,Adventure Zone,Avoid isolated roads at night,Avoid unsafe local alleys,Taj Hotel,High,Low,Evening,1,1,8,10833,25.881876,74.675076
157,Punjab,Chandigarh,Chandigarh Mosque 825,Hill Station,3157,8.1,3587,1054,860,20,11,18,Yes,Tourist Place,Shopping Street,Temple Area,Avoid dark forest roads,Avoid unsafe local alleys,OYO Premium,Moderate,Medium,Evening,12,10,20,12383,34.35969,73.484012
158,Punjab,Ludhiana,Ludhiana Beach 731,Eco Tourism,12009,7.2,2329,442,2415,11,8,40,No,Tourist Place,City Mall,Sunset Point,Avoid unknown shortcuts,Avoid unsafe local alleys,Treebo Residency,Moderate,Low,Morning,15,6,40,19397,9.126705,73.958419
159,Punjab,Patiala,Patiala Dam 207,Beach,9340,7.7,2542,1670,675,11,10,27,Yes,Tourist Place,Beach Market,Tourist Market,Avoid isolated roads at night,Avoid abandoned market areas,Taj Hotel,Low,High,Evening,4,1,33,21877,15.40848,81.856086
160,Bihar,Patna,Patna Church 499,Adventure,21339,7.4,4483,1954,2123,7,5,11,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid deserted beach areas,Avoid abandoned market areas,Leela Palace,Moderate,Low,Evening,7,6,27,12097,20.063372,95.218392
161,Bihar,Gaya,Gaya Lake 135,Eco Tourism,4064,8.5,1459,1833,2337,17,11,11,Yes,Tourist Place,City Mall,Lake View,Avoid unknown shortcuts,Avoid abandoned market areas,Leela Palace,High,Medium,Morning,14,10,24,15493,33.104251,74.243577
162,Bihar,Nalanda,Nalanda Fort 138,Nature,3504,6.8,3202,829,2670,11,5,41,No,Tourist Place,Shopping Street,Sunset Point,Avoid dark forest roads,Avoid remote hills after sunset,OYO Premium,Low,Low,Evening,3,3,23,24189,14.018985,90.15443
163,Bihar,Vaishali,Vaishali Garden 950,Eco Tourism,3439,9.5,4097,1703,943,7,9,42,No,Tourist Place,Shopping Street,Adventure Zone,Avoid deserted beach areas,Avoid remote hills after sunset,Treebo Residency,High,Medium,Night,3,1,26,18437,22.03688,75.425613
164,Odisha,Puri,Puri Island 717,Beach,11281,8.2,1807,301,2463,5,10,13,Yes,Tourist Place,Historic Center,Tourist Market,Avoid dark forest roads,Avoid abandoned market areas,OYO Premium,Moderate,High,Night,1,5,13,12737,32.000709,88.55299
165,Odisha,Konark,Konark Zoo 708,Historical,4277,9.1,549,693,976,5,4,19,No,Tourist Place,Beach Market,Adventure Zone,Avoid deserted beach areas,Avoid abandoned market areas,Leela Palace,Moderate,Low,Evening,12,3,9,7508,9.173477,78.320467
166,Odisha,Bhubaneswar,Bhubaneswar Dam 520,Cultural,7104,7.6,1474,1868,1610,18,14,21,Yes,Tourist Place,City Mall,Adventure Zone,Avoid dark forest roads,Avoid abandoned market areas,ITC Grand,Low,High,Evening,12,2,28,19883,21.812822,82.12848
167,Odisha,Cuttack,Cuttack Museum 758,Desert,19555,7.3,2698,1771,2352,19,12,16,Yes,Tourist Place,Historic Center,Sunset Point,Avoid deserted beach areas,Avoid abandoned market areas,ITC Grand,High,Low,Evening,11,10,29,8313,16.670568,90.066068
168,Assam,Guwahati,Guwahati Beach 205,Desert,3380,9.8,3885,1747,1381,18,15,46,Yes,Tourist Place,City Mall,Lake View,Avoid isolated roads at night,Avoid abandoned market areas,Taj Hotel,High,Medium,Morning,15,3,37,24417,30.881614,95.500484
169,Assam,Kaziranga,Kaziranga Zoo 499,Spiritual,7062,7.5,1011,869,890,16,5,10,No,Tourist Place,Local Food Street,Adventure Zone,Avoid dark forest roads,Avoid remote hills after sunset,OYO Premium,Low,Medium,Evening,13,9,24,19160,33.510669,77.120771
170,Assam,Majuli,Majuli Fort 429,Spiritual,14904,9.0,814,367,2995,19,2,23,No,Tourist Place,Historic Center,Temple Area,Avoid unknown shortcuts,Avoid abandoned market areas,ITC Grand,Low,Medium,Night,9,3,11,17477,21.931385,93.447041
171,Assam,Sivasagar,Sivasagar Hill 307,Eco Tourism,20020,8.1,2123,1741,2296,4,9,39,No,Tourist Place,Local Food Street,Sunset Point,Avoid isolated roads at night,Avoid remote hills after sunset,Taj Hotel,Moderate,Low,Morning,8,5,5,21623,28.535199,79.784965
172,Madhya Pradesh,Bhopal,Bhopal Church 950,Eco Tourism,12224,7.4,1968,729,2205,5,14,21,No,Tourist Place,Local Food Street,Lake View,Avoid dark forest roads,Avoid unsafe local alleys,Leela Palace,Low,Low,Evening,2,2,34,13836,24.567007,89.287337
173,Madhya Pradesh,Khajuraho,Khajuraho Temple 838,Desert,14608,8.0,4141,1105,2740,10,4,30,Yes,Tourist Place,Historic Center,Temple Area,Avoid dark forest roads,Avoid crowded late-night bus stands,OYO Premium,Low,Low,Night,6,8,17,6287,26.182167,81.656479
174,Madhya Pradesh,Jabalpur,Jabalpur Zoo 776,Wildlife,15163,6.9,2349,1107,2272,11,3,39,No,Tourist Place,Local Food Street,Lake View,Avoid deserted beach areas,Avoid unsafe local alleys,Radisson Blu,High,Medium,Evening,1,3,28,4135,15.51227,71.875623
175,Madhya Pradesh,Indore,Indore Zoo 42,Nature,10223,6.6,1744,417,1667,13,2,19,No,Tourist Place,Historic Center,Lake View,Avoid isolated roads at night,Avoid abandoned market areas,Taj Hotel,High,High,Night,14,8,22,15748,19.105001,90.182632
176,Delhi,New Delhi,New Delhi Island 368,Wildlife,13516,7.7,1467,326,1338,11,1,37,Yes,Tourist Place,Beach Market,Lake View,Avoid dark forest roads,Avoid unsafe local alleys,Treebo Residency,Low,Low,Evening,1,7,29,19422,32.29733,76.790124
177,Andhra Pradesh,Vijayawada,Vijayawada Mosque 301,Spiritual,19561,7.6,4655,1025,564,14,11,8,Yes,Tourist Place,Beach Market,Temple Area,Avoid isolated roads at night,Avoid abandoned market areas,Treebo Residency,High,Medium,Morning,7,10,20,10550,21.791756,88.325622
178,Andhra Pradesh,Tirupati,Tirupati Monument 635,Cultural,3393,7.9,2537,1660,1915,18,9,6,Yes,Tourist Place,Beach Market,Adventure Zone,Avoid unknown shortcuts,Avoid remote hills after sunset,Radisson Blu,Moderate,High,Evening,5,2,27,17045,25.24923,75.13352
179,Andhra Pradesh,Visakhapatnam,Visakhapatnam Museum 630,Wildlife,22588,8.2,4868,1497,1998,11,3,46,Yes,Tourist Place,Historic Center,Lake View,Avoid dark forest roads,Avoid crowded late-night bus stands,Leela Palace,High,Medium,Evening,6,6,5,14134,10.542683,70.899337
180,Andhra Pradesh,Araku Valley,Araku Valley National Park 115,Cultural,12852,8.4,1301,1913,267,14,8,5,Yes,Tourist Place,Historic Center,Temple Area,Avoid deserted beach areas,Avoid abandoned market areas,Treebo Residency,Moderate,High,Evening,12,10,13,4287,32.891087,85.644222
